Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value,,
Malaysia,MYS,2018,Exports of goods and services (current US$),NE.EXP.GNFS.CD,2.45968E+11,,
Malaysia,MYS,2017,Exports of goods and services (current US$),NE.EXP.GNFS.CD,2.23414E+11,,
Malaysia,MYS,2016,Exports of goods and services (current US$),NE.EXP.GNFS.CD,2.01165E+11,,
Malaysia,MYS,2015,Exports of goods and services (current US$),NE.EXP.GNFS.CD,2.09287E+11,,
Malaysia,MYS,2014,Exports of goods and services (current US$),NE.EXP.GNFS.CD,2.49471E+11,,
Malaysia,MYS,2013,Exports of goods and services (current US$),NE.EXP.GNFS.CD,2.44491E+11,,
Malaysia,MYS,2012,Exports of goods and services (current US$),NE.EXP.GNFS.CD,2.49353E+11,,
Malaysia,MYS,2011,Exports of goods and services (current US$),NE.EXP.GNFS.CD,2.5402E+11,,
Malaysia,MYS,2010,Exports of goods and services (current US$),NE.EXP.GNFS.CD,2.21688E+11,,
Malaysia,MYS,2009,Exports of goods and services (current US$),NE.EXP.GNFS.CD,1.84897E+11,,
Malaysia,MYS,2008,Exports of goods and services (current US$),NE.EXP.GNFS.CD,2.29657E+11,,
Malaysia,MYS,2007,Exports of goods and services (current US$),NE.EXP.GNFS.CD,2.05488E+11,,
Malaysia,MYS,2006,Exports of goods and services (current US$),NE.EXP.GNFS.CD,1.82517E+11,,
Malaysia,MYS,2005,Exports of goods and services (current US$),NE.EXP.GNFS.CD,1.62049E+11,,
Malaysia,MYS,2004,Exports of goods and services (current US$),NE.EXP.GNFS.CD,1.43928E+11,,
Malaysia,MYS,2003,Exports of goods and services (current US$),NE.EXP.GNFS.CD,1.17854E+11,,
Malaysia,MYS,2002,Exports of goods and services (current US$),NE.EXP.GNFS.CD,1.09221E+11,,
Malaysia,MYS,2001,Exports of goods and services (current US$),NE.EXP.GNFS.CD,1.02436E+11,,
Malaysia,MYS,2000,Exports of goods and services (current US$),NE.EXP.GNFS.CD,1.12369E+11,,
Malaysia,MYS,1999,Exports of goods and services (current US$),NE.EXP.GNFS.CD,96016052632,,
Malaysia,MYS,1998,Exports of goods and services (current US$),NE.EXP.GNFS.CD,83529351814,,
Malaysia,MYS,1997,Exports of goods and services (current US$),NE.EXP.GNFS.CD,93294414082,,
Malaysia,MYS,1996,Exports of goods and services (current US$),NE.EXP.GNFS.CD,92359488036,,
Malaysia,MYS,1995,Exports of goods and services (current US$),NE.EXP.GNFS.CD,83462121212,,
Malaysia,MYS,1994,Exports of goods and services (current US$),NE.EXP.GNFS.CD,66398033836,,
Malaysia,MYS,1993,Exports of goods and services (current US$),NE.EXP.GNFS.CD,52793700310,,
Malaysia,MYS,1992,Exports of goods and services (current US$),NE.EXP.GNFS.CD,44957788511,,
Malaysia,MYS,1991,Exports of goods and services (current US$),NE.EXP.GNFS.CD,38245926680,,
Malaysia,MYS,1990,Exports of goods and services (current US$),NE.EXP.GNFS.CD,32783400342,,
Malaysia,MYS,1989,Exports of goods and services (current US$),NE.EXP.GNFS.CD,27728453708,,
Malaysia,MYS,1988,Exports of goods and services (current US$),NE.EXP.GNFS.CD,23426148711,,
Malaysia,MYS,1987,Exports of goods and services (current US$),NE.EXP.GNFS.CD,20240209109,,
Malaysia,MYS,1986,Exports of goods and services (current US$),NE.EXP.GNFS.CD,15613366483,,
Malaysia,MYS,1985,Exports of goods and services (current US$),NE.EXP.GNFS.CD,17131003020,,
Malaysia,MYS,1984,Exports of goods and services (current US$),NE.EXP.GNFS.CD,18420475482,,
Malaysia,MYS,1983,Exports of goods and services (current US$),NE.EXP.GNFS.CD,15637264405,,
Malaysia,MYS,1982,Exports of goods and services (current US$),NE.EXP.GNFS.CD,13636254642,,
Malaysia,MYS,1981,Exports of goods and services (current US$),NE.EXP.GNFS.CD,13086963598,,
Malaysia,MYS,1980,Exports of goods and services (current US$),NE.EXP.GNFS.CD,14091708190,,
Malaysia,MYS,1979,Exports of goods and services (current US$),NE.EXP.GNFS.CD,11882425945,,
Malaysia,MYS,1978,Exports of goods and services (current US$),NE.EXP.GNFS.CD,8024465878,,
Malaysia,MYS,1977,Exports of goods and services (current US$),NE.EXP.GNFS.CD,6588433756,,
Malaysia,MYS,1976,Exports of goods and services (current US$),NE.EXP.GNFS.CD,5726370459,,
Malaysia,MYS,1975,Exports of goods and services (current US$),NE.EXP.GNFS.CD,4235509660,,
Malaysia,MYS,1974,Exports of goods and services (current US$),NE.EXP.GNFS.CD,4587741014,,
Malaysia,MYS,1973,Exports of goods and services (current US$),NE.EXP.GNFS.CD,3178858361,,
Malaysia,MYS,1972,Exports of goods and services (current US$),NE.EXP.GNFS.CD,1816243409,,
Malaysia,MYS,1971,Exports of goods and services (current US$),NE.EXP.GNFS.CD,1717415948,,
Malaysia,MYS,1970,Exports of goods and services (current US$),NE.EXP.GNFS.CD,1760409249,,
Malaysia,MYS,1969,Exports of goods and services (current US$),NE.EXP.GNFS.CD,1730355871,,
Malaysia,MYS,1968,Exports of goods and services (current US$),NE.EXP.GNFS.CD,1439622111,,
Malaysia,MYS,1967,Exports of goods and services (current US$),NE.EXP.GNFS.CD,1306341916,,
Malaysia,MYS,1966,Exports of goods and services (current US$),NE.EXP.GNFS.CD,1336395293,,
Malaysia,MYS,1965,Exports of goods and services (current US$),NE.EXP.GNFS.CD,1327248613,,
Malaysia,MYS,1964,Exports of goods and services (current US$),NE.EXP.GNFS.CD,1178941729,,
Malaysia,MYS,1963,Exports of goods and services (current US$),NE.EXP.GNFS.CD,1147581683,,
Malaysia,MYS,1962,Exports of goods and services (current US$),NE.EXP.GNFS.CD,921528018.2,,
Malaysia,MYS,1961,Exports of goods and services (current US$),NE.EXP.GNFS.CD,921854685.4,,
Malaysia,MYS,1960,Exports of goods and services (current US$),NE.EXP.GNFS.CD,1016914825,,
Malaysia,MYS,2024,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,2.8777E+11,,
Malaysia,MYS,2023,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,2.65237E+11,,
Malaysia,MYS,2022,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,2.88535E+11,,
Malaysia,MYS,2021,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,2.51977E+11,,
Malaysia,MYS,2020,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,2.12561E+11,,
Malaysia,MYS,2019,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,2.32462E+11,,
Malaysia,MYS,2018,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,2.34916E+11,,
Malaysia,MYS,2017,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,2.30461E+11,,
Malaysia,MYS,2016,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,2.12049E+11,,
Malaysia,MYS,2015,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,2.09287E+11,,
Malaysia,MYS,2014,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,2.0876E+11,,
Malaysia,MYS,2013,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,1.98743E+11,,
Malaysia,MYS,2012,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,1.98229E+11,,
Malaysia,MYS,2011,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,2.01743E+11,,
Malaysia,MYS,2010,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,1.93649E+11,,
Malaysia,MYS,2009,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,1.75377E+11,,
Malaysia,MYS,2008,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,1.96784E+11,,
Malaysia,MYS,2007,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,1.93736E+11,,
Malaysia,MYS,2006,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,1.8552E+11,,
Malaysia,MYS,2005,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,1.739E+11,,
Malaysia,MYS,2004,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,1.6057E+11,,
Malaysia,MYS,2003,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,1.38353E+11,,
Malaysia,MYS,2002,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,1.31597E+11,,
Malaysia,MYS,2001,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,1.24822E+11,,
Malaysia,MYS,2000,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,1.33973E+11,,
Malaysia,MYS,1999,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,1.15428E+11,,
Malaysia,MYS,1998,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,1.02001E+11,,
Malaysia,MYS,1997,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,1.01503E+11,,
Malaysia,MYS,1996,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,96219827786,,
Malaysia,MYS,1995,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,88090844308,,
Malaysia,MYS,1994,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,74047992162,,
Malaysia,MYS,1993,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,60741515670,,
Malaysia,MYS,1992,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,54455921351,,
Malaysia,MYS,1991,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,48364081445,,
Malaysia,MYS,1990,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,41775882055,,
Malaysia,MYS,1989,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,35457633411,,
Malaysia,MYS,1988,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,30780853656,,
Malaysia,MYS,1987,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,27755888794,,
Malaysia,MYS,1986,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,24228859785,,
Malaysia,MYS,1985,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,21674194276,,
Malaysia,MYS,1984,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,21577638093,,
Malaysia,MYS,1983,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,18963814574,,
Malaysia,MYS,1982,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,16881052394,,
Malaysia,MYS,1981,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,15252513260,,
Malaysia,MYS,1980,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,15380348315,,
Malaysia,MYS,1979,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,14907766172,,
Malaysia,MYS,1978,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,12637329890,,
Malaysia,MYS,1977,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,11745883152,,
Malaysia,MYS,1976,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,11276700636,,
Malaysia,MYS,1975,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,9641361110,,
Malaysia,MYS,1974,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,9939189957,,
Malaysia,MYS,1973,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,8573801198,,
Malaysia,MYS,1972,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,7508280519,,
Malaysia,MYS,1971,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,7359366096,,
Malaysia,MYS,1970,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,7246490538,,
Malaysia,MYS,1969,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,6904463179,,
Malaysia,MYS,1968,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,6552236315,,
Malaysia,MYS,1967,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,5655349578,,
Malaysia,MYS,1966,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,5367720181,,
Malaysia,MYS,1965,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,5052212162,,
Malaysia,MYS,1964,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,4665306420,,
Malaysia,MYS,1963,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,4833260218,,
Malaysia,MYS,1962,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,4566030291,,
Malaysia,MYS,1961,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,4356597845,,
Malaysia,MYS,1960,Exports of goods and services (constant 2015 US$),NE.EXP.GNFS.KD,4128126620,,
Malaysia,MYS,2024,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,8.49522228,,
Malaysia,MYS,2023,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,-8.074620706,,
Malaysia,MYS,2022,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,14.50865079,,
Malaysia,MYS,2021,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,18.54320039,,
Malaysia,MYS,2020,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,-8.56065823,,
Malaysia,MYS,2019,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,-1.044743375,,
Malaysia,MYS,2018,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,1.93299044,,
Malaysia,MYS,2017,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,8.682999815,,
Malaysia,MYS,2016,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,1.319478907,,
Malaysia,MYS,2015,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,0.252695295,,
Malaysia,MYS,2014,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,5.040280764,,
Malaysia,MYS,2013,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,0.259247755,,
Malaysia,MYS,2012,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,-1.741856306,,
Malaysia,MYS,2011,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,4.179392921,,
Malaysia,MYS,2010,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,10.41906977,,
Malaysia,MYS,2009,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,-10.87841744,,
Malaysia,MYS,2008,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,1.573082929,,
Malaysia,MYS,2007,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,4.428579631,,
Malaysia,MYS,2006,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,6.682157559,,
Malaysia,MYS,2005,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,8.301906704,,
Malaysia,MYS,2004,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,16.05826339,,
Malaysia,MYS,2003,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,5.133872161,,
Malaysia,MYS,2002,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,5.427334727,,
Malaysia,MYS,2001,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,-6.830162778,,
Malaysia,MYS,2000,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,16.06572945,,
Malaysia,MYS,1999,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,13.16329779,,
Malaysia,MYS,1998,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,0.49115366,,
Malaysia,MYS,1997,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,5.490640069,,
Malaysia,MYS,1996,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,9.227955007,,
Malaysia,MYS,1995,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,18.96452792,,
Malaysia,MYS,1994,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,21.90672449,,
Malaysia,MYS,1993,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,11.54253599,,
Malaysia,MYS,1992,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,12.59579366,,
Malaysia,MYS,1991,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,15.7703418,,
Malaysia,MYS,1990,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,17.81914932,,
Malaysia,MYS,1989,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,15.19379484,,
Malaysia,MYS,1988,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,10.89846153,,
Malaysia,MYS,1987,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,14.55713987,,
Malaysia,MYS,1986,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,11.78666887,,
Malaysia,MYS,1985,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,0.447482633,,
Malaysia,MYS,1984,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,13.78321597,,
Malaysia,MYS,1983,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,12.33786929,,
Malaysia,MYS,1982,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,10.6771855,,
Malaysia,MYS,1981,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,-0.83115839,,
Malaysia,MYS,1980,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,3.17003995,,
Malaysia,MYS,1979,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,17.96610757,,
Malaysia,MYS,1978,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,7.58943986,,
Malaysia,MYS,1977,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,4.160636443,,
Malaysia,MYS,1976,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,16.96170808,,
Malaysia,MYS,1975,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,-2.996510262,,
Malaysia,MYS,1974,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,15.92512734,,
Malaysia,MYS,1973,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,14.19127423,,
Malaysia,MYS,1972,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,2.023468074,,
Malaysia,MYS,1971,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,1.557658256,,
Malaysia,MYS,1970,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,4.953714001,,
Malaysia,MYS,1969,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,5.375673996,,
Malaysia,MYS,1968,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,15.85908572,,
Malaysia,MYS,1967,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,5.358502069,,
Malaysia,MYS,1966,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,6.244947922,,
Malaysia,MYS,1965,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,8.29325467,,
Malaysia,MYS,1964,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,-3.474958741,,
Malaysia,MYS,1963,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,5.852565797,,
Malaysia,MYS,1962,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,4.807247626,,
Malaysia,MYS,1961,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,5.534501377,,
Malaysia,MYS,2024,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,71.3546178,,
Malaysia,MYS,2023,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,68.58190098,,
Malaysia,MYS,2022,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,76.85018864,,
Malaysia,MYS,2021,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,70.63305555,,
Malaysia,MYS,2020,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,61.57793591,,
Malaysia,MYS,2019,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,65.27776684,,
Malaysia,MYS,2018,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,68.55497142,,
Malaysia,MYS,2017,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,70.01174251,,
Malaysia,MYS,2016,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,66.77544545,,
Malaysia,MYS,2015,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,69.4486909,,
Malaysia,MYS,2014,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,73.79349863,,
Malaysia,MYS,2013,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,75.62904103,,
Malaysia,MYS,2012,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,79.29991393,,
Malaysia,MYS,2011,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,85.25544211,,
Malaysia,MYS,2010,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,86.93029507,,
Malaysia,MYS,2009,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,91.41679187,,
Malaysia,MYS,2008,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,99.49957724,,
Malaysia,MYS,2007,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,106.1682749,,
Malaysia,MYS,2006,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,112.1854808,,
Malaysia,MYS,2005,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,112.8989768,,
Malaysia,MYS,2004,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,115.3733377,,
Malaysia,MYS,2003,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,106.9434461,,
Malaysia,MYS,2002,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,108.3053028,,
Malaysia,MYS,2001,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,110.4024914,,
Malaysia,MYS,2000,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,119.8097087,,
Malaysia,MYS,1999,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,121.3113937,,
Malaysia,MYS,1998,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,115.7437254,,
Malaysia,MYS,1997,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,93.289448,,
Malaysia,MYS,1996,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,91.57615121,,
Malaysia,MYS,1995,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,94.08917037,,
Malaysia,MYS,1994,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,89.15077688,,
Malaysia,MYS,1993,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,78.92028758,,
Malaysia,MYS,1992,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,75.98386005,,
Malaysia,MYS,1991,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,77.82555283,,
Malaysia,MYS,1990,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,74.4661197,,
Malaysia,MYS,1989,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,71.37684947,,
Malaysia,MYS,1988,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,66.41550287,,
Malaysia,MYS,1987,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,62.89449343,,
Malaysia,MYS,1986,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,56.29661703,,
Malaysia,MYS,1985,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,54.90770621,,
Malaysia,MYS,1984,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,54.2690132,,
Malaysia,MYS,1983,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,51.52745443,,
Malaysia,MYS,1982,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,50.87301714,,
Malaysia,MYS,1981,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,52.33888185,,
Malaysia,MYS,1980,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,57.5448338,,
Malaysia,MYS,1979,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,56.01413062,,
Malaysia,MYS,1978,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,49.05505992,,
Malaysia,MYS,1977,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,50.14223871,,
Malaysia,MYS,1976,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,51.8212569,,
Malaysia,MYS,1975,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,45.548988,,
Malaysia,MYS,1974,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,48.31131333,,
Malaysia,MYS,1973,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,41.48373658,,
Malaysia,MYS,1972,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,36.01265823,,
Malaysia,MYS,1971,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,40.46314164,,
Malaysia,MYS,1970,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,45.55752811,,
Malaysia,MYS,1969,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,47.21875557,,
Malaysia,MYS,1968,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,43.22707209,,
Malaysia,MYS,1967,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,40.9649662,,
Malaysia,MYS,1966,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,42.51272992,,
Malaysia,MYS,1965,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,44.89502762,,
Malaysia,MYS,1964,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,44.08208135,,
Malaysia,MYS,1963,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,45.71837585,,
Malaysia,MYS,1962,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,46.0421087,,
Malaysia,MYS,1961,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,48.4713157,,
Malaysia,MYS,1960,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,53.06853051,,
Malaysia,MYS,2024,Imports of goods and services (current US$),NE.IMP.GNFS.CD,2.78551E+11,,
Malaysia,MYS,2023,Imports of goods and services (current US$),NE.IMP.GNFS.CD,2.53742E+11,,
Malaysia,MYS,2022,Imports of goods and services (current US$),NE.IMP.GNFS.CD,2.83919E+11,,
Malaysia,MYS,2021,Imports of goods and services (current US$),NE.IMP.GNFS.CD,2.36991E+11,,
Malaysia,MYS,2020,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1.8631E+11,,
Malaysia,MYS,2019,Imports of goods and services (current US$),NE.IMP.GNFS.CD,2.10893E+11,,
Malaysia,MYS,2018,Imports of goods and services (current US$),NE.IMP.GNFS.CD,2.21902E+11,,
Malaysia,MYS,2017,Imports of goods and services (current US$),NE.IMP.GNFS.CD,2.01496E+11,,
Malaysia,MYS,2016,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1.81126E+11,,
Malaysia,MYS,2015,Imports of goods and services (current US$),NE.IMP.GNFS.CD,1.86603E+11,,
Malaysia,MYS,2014,Imports of goods and services (current US$),NE.IMP.GNFS.CD,2.18116E+11,,
Malaysia,MYS,2013,Imports of goods and services (current US$),NE.IMP.GNFS.CD,2.16892E+11,,
